IDjoss,CODEjoss,GLOSSenglish,GLOSSspanish,VALUE
4,pied,four,cuatro,xɨ̧mɨ̧
5,pied,feather,pluma,Nu̧mȩ
6,pied,tail,cola,đu̧ʔmȩ
7,pied,wax,cera,ņu̧mȩ
8,pied,nose,nariz,đi̧ni̧
9,pied,word,palabra,nu̧ʔu̧
10,pied,near,está cerca,ža̧ni̧
11,pied,tree,árbol,žu̧nu̧
12,pied,deer,venado,iđu
13,pied,lard,manteca,đȩʔȩ
14,pied,smell,olor,điko
15,pied,tortilla,tortilla,đita
16,pied,vomits,vomita,[koku xi̧ni̧]
17,pied,lazy,flojo,đu̧ņȩ
18,pied,bed,cama,ito
19,pied,griddle,comal,ižo
20,pied,sin,culpa,kʷeči
21,pied,bean,frijol,ⁿduči
22,pied,water,agua,ⁿdute
23,pied,river,río,žute
24,pied,mud,lodo,ⁿdeʔžu
25,pied,man's brother,hermano de h.,ņa̧ni̧
26,pied,three,tres,u̧ni̧
27,pied,tooth,diente,nu̧ʔu̧
28,pied,five,cinco,o̧ʔo̧
29,pied,bitter,amargo,(ku) uwa
30,pied,meat,carne,ko̧ņo̧
31,pied,red,rojo,(i)kʷeʔe
32,pied,(he) went,se fue,xʷa̧ʔa̧
33,pied,seven,siete,uxʸe
34,pied,thread,hilo,žuʔwe
35,pied,animal,animal,kɨtɨ
36,pied,it finishes,se acaba,ⁿdɨʔɨ
37,pied,egg,blanquillo,ⁿdɨwɨ
38,pied,foam,espuma,ti̧ņu̧
39,pied,blood,sangre,nɨ̧ņɨ̧
40,pied,husband,marido,žɨɨ
41,pied,salt,sal,ņɨ̧ɨ̧
42,pied,net bag,red,ņo̧no̧
43,pied,gourd,jícara,[ņa̧ ⁿdaʔa]
44,pied,squash,calabaza,žɨ̧xɨ̧
45,pied,coati,tejón coatí,žɨžɨ
46,pied,food,comida,[čaʔa]
46,pied,food,comida,ⁿdežu
47,pied,salty,salado,[aa]
47,pied,salty,salado,uʔwa
48,pied,blouse,huipil,NA
49,pied,work,trabajo,nu̧ ni̧ņu̧
50,pied,cotton,algodón,kači
51,pied,wind,viento,tači
52,pied,man,hombre,tee
53,pied,round,redondon,tɨ kute
54,pied,oven,horno,i̧nu̧
55,pied,box / drawer,cajón,ženu̧
56,pied,mosquito,zancudo,ti xʷeņi̧
56,pied,mosquito,zancudo,ti xʷɨņi̧
57,pied,wait for,esperar,ⁿdetu
58,pied,rotten,podrido,teʔžu
59,pied,grab,agarrar,nɨ̧ɨ̧
60,pied,tendon,tendón,tuči
61,pied,blow,soplar,tɨwɨ
62,pied,handspan,cuarta,too
63,pied,owner,dueño,i toʔo
64,pied,lay (egg),poner (huevo),[ņa̧ni̧]
65,pied,big (sg.),grande (sg.),xa̧ʔnu̧
66,pied,neck,cuello,đuxu̧
67,pied,will come,va a venir,kii
68,pied,horn,cuerno,ⁿdɨkɨ
69,pied,snake,culebra,koo
70,pied,ugly,feo,[ⁿdeʔe kaa]
71,pied,hill,cerro,žuku
72,pied,armadillo,armadillo,žakʷi̧
73,pied,crooked,chueco,žakʷa
74,pied,year,año,kʷiža
75,pied,eyebrow,ceja,[iđi ⁿdɨkɨ teʔwe]
76,pied,pus,pus,ⁿdakʷa
77,pied,demon,demonio,xʷi̧ʔņa
78,pied,yellow,amarillo,xʷa̧a̧
79,pied,sew,coser,kɨkɨ
80,pied,will carry,va a cargar,kʷiđo
81,pied,that,aquel,đexa̧
82,pied,below,abajo,[čii]
83,pied,all night,toda la noche,ni̧ņu̧
84,pied,hot,caliente,i̧ʔni̧
85,pied,grain of corn,maíz,nu̧ni̧
86,pied,wall,pared,[ⁿdoʔo]
87,pied,early,temprano,nȩʔȩ
88,pied,open,abierto,[ko ⁿǰii]
89,pied,eight,ocho,u̧na̧
90,pied,tomato,jitomate,tɨ đa̧na̧
91,pied,green bean,ejote,ⁿǰiči
92,pied,half,mitad,đawa
93,pied,cane,caña,ⁿdoo
94,pied,clay pot,olla,kɨđɨ
95,pied,liquor,aguardiente,ⁿdɨđi
96,pied,honey,miel,ⁿduđi
97,pied,armpit,sobaco,či đeʔe
98,pied,tassel,espiga,žoko
99,pied,people,gente,ņa̧ žɨwɨ
100,pied,town,pueblo,ņu̧u̧
101,pied,smoke,humo,ņu̧ʔmȩ
102,pied,eat,comer,ko žexi
103,pied,hawk,gavilán,[đi̧ʔņa̧]
103,pied,hawk,gavilán,[žaʔa]
103,pied,hawk,gavilán,tađu=águila
104,pied,truth,verdad,[ⁿdaa]
105,pied,fire,lumbre,ņu̧ʔu̧
106,pied,six,seis,i̧ņu̧
107,pied,fingernail,uņa,nɨ̧ņɨ̧
108,pied,cornstalk,rastrojo,ņa̧ma̧
109,pied,cornmeal,masa,ņu̧ņȩ
110,pied,child,hijo,đaʔža
111,pied,"cold, phlegm",catarro,kʷe kaži
112,pied,good,bueno,waʔa
113,pied,because,porque,NA
114,pied,this one,este mismo,NA
115,pied,is coming,ya viene,[kime]
116,pied,trash,basura,mi̧ʔi̧
117,pied,cat,gato,wilu
118,pied,prickly pear,nopal,nu̧ wi̧ʔⁿde
119,pied,foot,pie,žeʔe
120,pied,cut,cortar,ža̧ʔⁿde
121,pied,fifteen,quince,ņȩʔu̧
122,pied,guts,tripas,itɨ(tà)
123,pied,ten,diez,uši
124,pied,cold,frío,mi̧i̧
125,pied,sandal,huarache,ⁿǰi̧ņȩ
126,pied,housepot,horcón,đɨ̧ʔɨ̧
127,pied,name,nombre,đɨwɨ
128,pied,cacao,cacao,NA
129,pied,ear,oreja,đoʔo
130,pied,tasty,sabroso,ađi
131,pied,closed,cerrado,ⁿdeđɨ
132,pied,day after tomorrow,pasado mañana,iđa
133,pied,sweet,dulce,wiđi
134,pied,now,ahora,wi̧na̧
135,pied,hole,agujero,žawi
136,pied,afraid,tiene miedo,žuʔu
137,pied,poor,pobre,ⁿdaʔwi
138,pied,two,dos,uu
139,pied,scorpion,alacrán,tɨ lu̧ʔmȩ
140,pied,go out,salir,kee
141,pied,paint,pintar,ⁿda kaʔi
142,pied,rat,rata,[čoto]
142,pied,rat,rata,či nɨ̧ņɨ̧
143,pied,swelling,hinchazón,xʷi̧ņu̧
144,pied,pimple,grano,ⁿdɨʔžɨ
145,pied,it thunders,truena,ka̧ʔⁿdɨ
146,pied,rainbow,arco iris,koo ža̧ʔⁿǰi
147,pied,bird,pájaro,či đaa
148,pied,frog,rana,[laʔⁿdu]
148,pied,frog,rana,đaʔwa=sapo
149,pied,navel,ombligo,[tɨ koʔo]
150,pied,urine,orina,te đeđe
151,pied,chachalaca,chachalaca,či ⁿdase
152,pied,smooth,lisa,ⁿdɨʔwɨ
152,pied,smooth,lisa,[ⁿdɨɨ]
153,pied,little,chico,luʔči
154,pied,day,día,[ⁿduu]
155,pied,when,cuándo,na̧a̧ ņa̧ma̧
156,pied,plain,llano,žođo
156,pied,plain,llano,[nu̧ ⁿdaa]
157,pied,how,cómo,[na̧ ⁿǰiko]
158,pied,carry,cargar,ⁿǰiđo
159,pied,cockroach,cucaracha,[či kaa]
160,pied,glue,pegamento,ⁿdeka
160,pied,glue,pegamento,[kola]
161,pied,sickness,enfermedad,kʷeʔe
162,pied,see,ver,ko ⁿdeʔe
163,pied,slow,despacio,kʷee(ni̧)
164,pied,house,casa,weʔe
165,pied,mamey,mamey,ⁿǰika
166,pied,grind,moler,ⁿǰiko
167,pied,wing,ala,ⁿǰi̧i̧
168,pied,stool,banquito,[šile]
168,pied,stool,banquito,težu
169,pied,cornfield,milpa,[wiži]
170,pied,yesterday,ayer,iku
171,pied,other,otro,tuku
172,pied,comb,peine,kuka
173,pied,be born,se nació,kaku=escape
174,pied,smart,sabio,NA
175,pied,stone,piedra,žuu
176,pied,mouth,boca,žuʔu
177,pied,I,yo,suʔu
178,pied,dew,rocío,žužu
179,pied,brush,hierba,[kuʔu]
180,pied,furrow,surco,žuxu̧
181,pied,trousers,calzón,žetu
182,pied,priest,sacerdote,đutu
183,pied,brand,fierro,[žeŗu]
184,pied,will know,sabrá,[na̧ʔa̧]
185,pied,squirrel,ardilla,či xʷȩņi̧
186,pied,loose,floja,taža
187,pied,heavy,pesado,wee
188,pied,tobacco,tobaco,i̧nu̧=cigarro
1,huit,rain,lluvia,đawi
2,huit,agave,maguey,žawi
3,huit,straw mat,petate,žuu
4,huit,four,cuatro,xɨ̧mɨ̧
5,huit,feather,pluma,Nu̧u̧
6,huit,tail,cola,đu̧ʔmȩ
7,huit,wax,cera,ņu̧ma̧
8,huit,nose,nariz,đi̧Ni̧
9,huit,word,palabra,Nnu̧ʔu̧
10,huit,near,está cerca,žaNni̧
11,huit,tree,árbol,žuN(n)u̧
12,huit,deer,venado,iđu
13,huit,lard,manteca,đȩʔȩ
14,huit,smell,olor,điko
14,huit,smell,olor,[ņȩʔȩ]
15,huit,tortilla,tortilla,đita
16,huit,vomits,vomita,ⁿduxʸeʔ
17,huit,lazy,flojo,đuxʸe
18,huit,bed,cama,ito
19,huit,griddle,comal,ižo
20,huit,sin,culpa,kʷeči
21,huit,bean,frijol,ⁿduči
22,huit,water,agua,ⁿdute
23,huit,river,río,NA
24,huit,mud,lodo,ⁿdeʔžu
25,huit,man's brother,hermano de h.,y̧a̧ni̧
25,huit,man's brother,hermano de h.,ņa̧ni̧
26,huit,three,tres,u̧ni̧
27,huit,tooth,diente,nu̧ʔu̧
28,huit,five,cinco,u̧ʔu̧
29,huit,bitter,amargo,uwe
30,huit,meat,carne,xu̧ņu̧
31,huit,red,rojo,(tu)kʷeʔe
32,huit,(he) went,se fue,xʷȩʔȩ
33,huit,seven,siete,uxʸe
34,huit,thread,hilo,žuʔwe
35,huit,animal,animal,kɨtɨ
36,huit,it finishes,se acaba,ⁿdɨʔɨ
37,huit,egg,blanquillo,ⁿdɨwɨ
38,huit,foam,espuma,ti̧ņu̧
39,huit,blood,sangre,nɨ̧ņɨ̧
40,huit,husband,marido,žɨɨ
41,huit,salt,sal,ņɨ̧ɨ̧
42,huit,net bag,red,ņu̧nu̧
43,huit,gourd,jícara,žaxi
44,huit,squash,calabaza,žɨ̧xɨ̧
45,huit,coati,tejón coatí,žɨžɨ
46,huit,food,comida,ⁿdežu=comiđa
47,huit,salty,salado,uʔwe
48,huit,blouse,huipil,đixu̧
49,huit,work,trabajo,Ni̧ņu̧
50,huit,cotton,algodón,kači
51,huit,wind,viento,tači
52,huit,man,hombre,tee
53,huit,round,redondon,[žɨ ʔwɨ]
54,huit,oven,horno,iNnu̧
55,huit,box / drawer,cajón,žeNnu̧
56,huit,mosquito,zancudo,ti xʷeņɨ̧
57,huit,wait for,esperar,ⁿdetu
58,huit,rotten,podrido,teʔžu
59,huit,grab,agarrar,Nɨ̧ɨ̧
60,huit,tendon,tendón,tuči
61,huit,blow,soplar,tɨwɨ
62,huit,handspan,cuarta,too
63,huit,owner,dueño,i toʔo
64,huit,lay (egg),poner (huevo),[ņȩni̧]
65,huit,big (sg.),grande (sg.),xa̧ʔnu̧
66,huit,neck,cuello,đuxu̧
67,huit,will come,va a venir,kixi
68,huit,horn,cuerno,ⁿdɨkɨ
69,huit,snake,culebra,koo
70,huit,ugly,feo,[nȩʔȩ kaa]
71,huit,hill,cerro,žuku
72,huit,armadillo,armadillo,žakʷi̧
73,huit,crooked,chueco,[điņi̧]
73,huit,crooked,chueco,žakʷa
74,huit,year,año,kʷiža
75,huit,eyebrow,ceja,đɨkɨ đɨxʷa
76,huit,pus,pus,ⁿdakʷa
77,huit,demon,demonio,xʷi̧ʔņa̧
78,huit,yellow,amarillo,xʷa̧a̧
79,huit,sew,coser,ⁿgɨkʷɨ
80,huit,will carry,va a cargar,kʷiđo
81,huit,that,aquel,žaxa̧
82,huit,below,abajo,[čixi]
83,huit,all night,toda la noche,ǰa ni̧yu̧
83,huit,all night,toda la noche,ⁿǰa ni̧ņu̧
84,huit,hot,caliente,i̧ʔi̧
85,huit,grain of corn,maíz,nu̧ni̧
86,huit,wall,pared,[ⁿdika]
87,huit,early,temprano,nȩʔȩ
88,huit,open,abierto,[ta ⁿdii]
89,huit,eight,ocho,u̧na̧
90,huit,tomato,jitomate,ti na̧na̧
91,huit,green bean,ejote,ⁿdiči
92,huit,half,mitad,đawa
93,huit,cane,caña,ⁿdoo
94,huit,clay pot,olla,kɨđɨ
95,huit,liquor,aguardiente,ⁿdiđi
96,huit,honey,miel,ⁿduđi
97,huit,armpit,sobaco,či đeʔe
98,huit,tassel,espiga,žoko
99,huit,people,gente,žɨwɨ
100,huit,town,pueblo,ņu̧u̧
101,huit,smoke,humo,ņu̧ʔmȩ
102,huit,eat,comer,ņȩxɨ
103,huit,hawk,gavilán,[đi̧ʔņa̧]
103,huit,hawk,gavilán,[žaʔa]
103,huit,hawk,gavilán,tađu=águila
104,huit,truth,verdad,ⁿdixˠe
105,huit,fire,lumbre,ņu̧ʔu̧
106,huit,six,seis,i̧ņu̧
107,huit,fingernail,uņa,Ni̧ņu̧
108,huit,cornstalk,rastrojo,ņa̧ma̧
109,huit,cornmeal,masa,žuxʸe
110,huit,child,hijo,đaʔa
111,huit,"cold, phlegm",catarro,kʷe kažu
112,huit,good,bueno,waʔa
113,huit,because,porque,či
114,huit,this one,este mismo,mȩȩ
115,huit,is coming,ya viene,wexi
116,huit,trash,basura,mi̧ʔi̧
117,huit,cat,gato,čilu
118,huit,prickly pear,nopal,nu̧ wi̧ʔⁿde
119,huit,foot,pie,žeʔe
120,huit,cut,cortar,ņȩʔⁿde
121,huit,fifteen,quince,ņȩʔu̧
122,huit,guts,tripas,žɨtɨ xʷi̧ņi̧
123,huit,ten,diez,uši
124,huit,cold,frío,wixi
125,huit,sandal,huarache,[čiwi]
126,huit,housepot,horcón,nu̧ đɨ̧ʔɨ̧
127,huit,name,nombre,đɨwɨ
128,huit,cacao,cacao,NA
129,huit,ear,oreja,đoʔo
130,huit,tasty,sabroso,NA
131,huit,closed,cerrado,ⁿdađɨ
132,huit,day after tomorrow,pasado mañana,iđa
133,huit,sweet,dulce,wiđi
134,huit,now,ahora,wi̧N(n)a̧
135,huit,hole,agujero,žawi
136,huit,afraid,tiene miedo,ņu̧ʔu̧
137,huit,poor,pobre,ⁿdaʔwi
138,huit,two,dos,uu
139,huit,scorpion,alacrán,ti lu̧ʔmȩ
140,huit,go out,salir,kee
140,huit,go out,salir,ᵑgee
141,huit,paint,pintar,ⁿda kaʔžu
142,huit,rat,rata,či nɨ̧ņɨ̧
143,huit,swelling,hinchazón,[nȩņu̧]
143,huit,swelling,hinchazón,xʷi̧ņi̧=inflameđ
144,huit,pimple,grano,ⁿdɨʔžɨ
145,huit,it thunders,truena,ᵑga̧ʔⁿdɨ
146,huit,rainbow,arco iris,kʷȩʔⁿǰi
147,huit,bird,pájaro,NA
148,huit,frog,rana,laʔwa
149,huit,navel,ombligo,lȩⁿdu
150,huit,urine,orina,[đa čii]
150,huit,urine,orina,đeđe
151,huit,chachalaca,chachalaca,ⁿdi ⁿdese
152,huit,smooth,lisa,ⁿdɨʔwɨ
153,huit,little,chico,[či wii]
154,huit,day,día,[ⁿduu]
155,huit,when,cuándo,a̧ma̧
155,huit,when,cuándo,[ⁿde đawa]
156,huit,plain,llano,[nu̧ ⁿdaa]
157,huit,how,cómo,[na̧ kaa]
158,huit,carry,cargar,ⁿdiđo
159,huit,cockroach,cucaracha,[ti đitaʔ]
160,huit,glue,pegamento,ⁿdeka
161,huit,sickness,enfermedad,kʷeʔe
162,huit,see,ver,[ⁿdito]
162,huit,see,ver,ⁿdeʔe
163,huit,slow,despacio,kʷee(ni̧)
164,huit,house,casa,weʔe
165,huit,mamey,mamey,ⁿdika
166,huit,grind,moler,ⁿdiko
167,huit,wing,ala,ⁿdixi
168,huit,stool,banquito,težu
169,huit,cornfield,milpa,itu
170,huit,yesterday,ayer,iku
171,huit,other,otro,tuku
172,huit,comb,peine,kuka
173,huit,be born,se nació,ᵑgaku
173,huit,be born,se nació,kaku
174,huit,smart,sabio,NA
175,huit,stone,piedra,žuu
176,huit,mouth,boca,žuʔu
177,huit,I,yo,ⁿdiʔu
178,huit,dew,rocío,žužu
179,huit,brush,hierba,žuku
180,huit,furrow,surco,[iči kaa]
180,huit,furrow,surco,žuxu̧
181,huit,trousers,calzón,[kasu̧ni̧]
182,huit,priest,sacerdote,đutu
183,huit,brand,fierro,[žeŗu]
184,huit,will know,sabrá,i̧ņi̧
185,huit,squirrel,ardilla,xʷȩņu̧
186,huit,loose,floja,đa taža
187,huit,heavy,pesado,wee
188,huit,tobacco,tobaco,i̧nu̧
1,tlaz,rain,lluvia,đau
2,tlaz,agave,maguey,žau
3,tlaz,straw mat,petate,žuu
4,tlaz,four,cuatro,ku̧mi̧
5,tlaz,feather,pluma,nu̧mi̧
6,tlaz,tail,cola,đu̧ʔma̧
7,tlaz,wax,cera,ņu̧ma̧
8,tlaz,nose,nariz,đitni̧
9,tlaz,word,palabra,nu̧ʔu̧
10,tlaz,near,está cerca,žetni̧
11,tlaz,tree,árbol,žutnu̧
12,tlaz,deer,venado,iđu
13,tlaz,lard,manteca,đȩʔȩ
14,tlaz,smell,olor,điko
15,tlaz,tortilla,tortilla,đita
16,tlaz,vomits,vomita,ⁿdusȩ
17,tlaz,lazy,flojo,NA
18,tlaz,bed,cama,šito
19,tlaz,griddle,comal,šio
20,tlaz,sin,culpa,kʷeči
21,tlaz,bean,frijol,ⁿduči
22,tlaz,water,agua,ⁿdute
23,tlaz,river,río,žute
24,tlaz,mud,lodo,ⁿdeʔžu
25,tlaz,man's brother,hermano de h.,ņa̧ni̧
26,tlaz,three,tres,u̧ni̧
27,tlaz,tooth,diente,nu̧ʔu̧
28,tlaz,five,cinco,u̧ʔu̧
29,tlaz,bitter,amargo,ua
30,tlaz,meat,carne,ku̧ņu̧
31,tlaz,red,rojo,kʷeʔe
32,tlaz,(he) went,se fue,kʷa̧ʔa̧
33,tlaz,seven,siete,usa
34,tlaz,thread,hilo,žuʔa
35,tlaz,animal,animal,kɨtɨ
36,tlaz,it finishes,se acaba,ⁿdɨʔɨ
37,tlaz,egg,blanquillo,ⁿdɨwɨ
38,tlaz,foam,espuma,tɨ̧ņɨ̧
39,tlaz,blood,sangre,nɨ̧̀ņɨ̧̀
40,tlaz,husband,marido,žɨɨ
41,tlaz,salt,sal,ņɨ̧ɨ̧
42,tlaz,net bag,red,ņu̧nu̧
43,tlaz,gourd,jícara,žaši̧
44,tlaz,squash,calabaza,žɨkɨ̧
45,tlaz,coati,tejón coatí,[tɨ sénɨ]
45,tlaz,coati,tejón coatí,[tɨ ma̧ʔa̧]
46,tlaz,food,comida,ⁿdežu
47,tlaz,salty,salado,uʔa
48,tlaz,blouse,huipil,[lusa]
49,tlaz,work,trabajo,či̧u̧
50,tlaz,cotton,algodón,kači
51,tlaz,wind,viento,tači
52,tlaz,man,hombre,tee
53,tlaz,round,redondon,tɨ kute
54,tlaz,oven,horno,šitnu̧
55,tlaz,box / drawer,cajón,setnu̧
56,tlaz,mosquito,zancudo,[kɨtɨ žuku]
57,tlaz,wait for,esperar,ⁿdetu
58,tlaz,rotten,podrido,teʔžu
59,tlaz,grab,agarrar,nɨ̧ɨ̧
60,tlaz,tendon,tendón,tuči
61,tlaz,blow,soplar,[đa tači]
61,tlaz,blow,soplar,tɨwɨ
62,tlaz,handspan,cuarta,too
63,tlaz,owner,dueño,ši toʔo
64,tlaz,lay (egg),poner (huevo),[seni̧]
65,tlaz,big (sg.),grande (sg.),kaʔnu̧
66,tlaz,neck,cuello,đuku̧
67,tlaz,will come,va a venir,kiši
68,tlaz,horn,cuerno,ⁿdɨkɨ
69,tlaz,snake,culebra,koo
70,tlaz,ugly,feo,[ⁿdeʔe]
71,tlaz,hill,cerro,žuku
72,tlaz,armadillo,armadillo,žaku̧
73,tlaz,crooked,chueco,žakʷa
74,tlaz,year,año,kʷia
75,tlaz,eyebrow,ceja,đukʷa
76,tlaz,pus,pus,ⁿdakʷa
77,tlaz,demon,demonio,te kʷi̧ʔna̧
77,tlaz,demon,demonio,[ņa̧ đeʔu]
78,tlaz,yellow,amarillo,kʷa̧a̧
79,tlaz,sew,coser,tɨkʷɨ
80,tlaz,will carry,va a cargar,kʷiđo
81,tlaz,that,aquel,žaka̧
82,tlaz,below,abajo,NA
83,tlaz,all night,toda la noche,ni̧u̧
84,tlaz,hot,caliente,i̧ʔni̧
85,tlaz,grain of corn,maíz,nu̧ni̧
86,tlaz,wall,pared,[se tuu]
87,tlaz,early,temprano,nȩʔȩ
88,tlaz,open,abierto,nu̧nȩ
89,tlaz,eight,ocho,u̧na̧
90,tlaz,tomato,jitomate,tɨ na̧na̧
91,tlaz,green bean,ejote,ⁿǰiči
92,tlaz,half,mitad,đawa
93,tlaz,cane,caña,ⁿdoo
94,tlaz,clay pot,olla,kɨđɨ
95,tlaz,liquor,aguardiente,ⁿdiđi
96,tlaz,honey,miel,ⁿduđi
97,tlaz,armpit,sobaco,či leʔe
98,tlaz,tassel,espiga,žoko
99,tlaz,people,gente,ņa̧ žɨwɨ
100,tlaz,town,pueblo,ņu̧u̧
101,tlaz,smoke,humo,ņu̧ʔma̧
102,tlaz,eat,comer,šeši
103,tlaz,hawk,gavilán,[žaʔa]
103,tlaz,hawk,gavilán,[đi̧ʔa̧]
103,tlaz,hawk,gavilán,tađu̧
104,tlaz,truth,verdad,ⁿdise
105,tlaz,fire,lumbre,ņú̧ʔú̧
106,tlaz,six,seis,i̧ņu̧
107,tlaz,fingernail,uņa,čɨ̧ɨ̧
108,tlaz,cornstalk,rastrojo,žaka
108,tlaz,cornstalk,rastrojo,ņa̧ma̧
109,tlaz,cornmeal,masa,žusȩ
110,tlaz,child,hijo,đaʔža
111,tlaz,"cold, phlegm",catarro,đažu
112,tlaz,good,bueno,waʔa
113,tlaz,because,porque,NA
114,tlaz,this one,este mismo,NA
115,tlaz,is coming,ya viene,weši
116,tlaz,trash,basura,mi̧ʔi̧
117,tlaz,cat,gato,[mi̧či]
118,tlaz,prickly pear,nopal,wi̧ʔⁿde
119,tlaz,foot,pie,seʔe
120,tlaz,cut,cortar,sȩʔⁿde
121,tlaz,fifteen,quince,sa̧ʔu̧
122,tlaz,guts,tripas,šɨtɨ
123,tlaz,ten,diez,uši
124,tlaz,cold,frío,wiši
124,tlaz,cold,frío,[kaši̧]
125,tlaz,sandal,huarache,[čua]
126,tlaz,housepot,horcón,nu̧ đɨ̧ʔɨ̧
127,tlaz,name,nombre,đɨwɨ
128,tlaz,cacao,cacao,NA
129,tlaz,ear,oreja,đoʔo
130,tlaz,tasty,sabroso,NA
131,tlaz,closed,cerrado,ⁿdeđɨ
132,tlaz,day after tomorrow,pasado mañana,iđa
133,tlaz,sweet,dulce,NA
134,tlaz,now,ahora,witna̧
134,tlaz,now,ahora,[žači]
135,tlaz,hole,agujero,žau
136,tlaz,afraid,tiene miedo,žuʔu
137,tlaz,poor,pobre,ⁿdaʔu
138,tlaz,two,dos,uu
139,tlaz,scorpion,alacrán,ⁿǰi lu̧ʔma̧
140,tlaz,go out,salir,kee
141,tlaz,paint,pintar,kaʔyu
142,tlaz,rat,rata,nɨ̧̀ņɨ̧́
143,tlaz,swelling,hinchazón,kʷi̧ņɨ̧
144,tlaz,pimple,grano,ⁿdɨʔžɨ
145,tlaz,it thunders,truena,ka̧ʔⁿdɨ
146,tlaz,rainbow,arco iris,ko ža̧ʔⁿǰi
147,tlaz,bird,pájaro,ti đaa
148,tlaz,frog,rana,čaʔwa
149,tlaz,navel,ombligo,lȩⁿdu
150,tlaz,urine,orina,lele
151,tlaz,chachalaca,chachalaca,ⁿdasa̧
152,tlaz,smooth,lisa,ⁿdɨʔwɨ
152,tlaz,smooth,lisa,[ⁿdɨɨ]
153,tlaz,little,chico,liʔli
154,tlaz,day,día,[ⁿduu]
155,tlaz,when,cuándo,[na̧ oŗe]
156,tlaz,plain,llano,žođo
157,tlaz,how,cómo,na̧ see
158,tlaz,carry,cargar,ⁿǰiđo
159,tlaz,cockroach,cucaracha,[ta koo]
160,tlaz,glue,pegamento,NA
161,tlaz,sickness,enfermedad,kʷeʔe
162,tlaz,see,ver,ⁿdiʔa
163,tlaz,slow,despacio,kʷee
164,tlaz,house,casa,weʔe
165,tlaz,mamey,mamey,ⁿǰika
166,tlaz,grind,moler,ⁿǰiko
167,tlaz,wing,ala,ⁿdiši̧
168,tlaz,stool,banquito,težu
169,tlaz,cornfield,milpa,itu
170,tlaz,yesterday,ayer,iku
171,tlaz,other,otro,tuku
172,tlaz,comb,peine,kuka
173,tlaz,be born,se nació,kaku
174,tlaz,smart,sabio,tuʔa
175,tlaz,stone,piedra,žuu
175,tlaz,stone,piedra,[kawa]
176,tlaz,mouth,boca,yuʔu
177,tlaz,I,yo,žuʔu
178,tlaz,dew,rocío,žužu
179,tlaz,brush,hierba,žuku
180,tlaz,furrow,surco,žuku̧
181,tlaz,trousers,calzón,NA
182,tlaz,priest,sacerdote,đutu
183,tlaz,brand,fierro,[xeŗu]
184,tlaz,will know,sabrá,[kɨ ⁿdiʔa]
185,tlaz,squirrel,ardilla,kʷelu
186,tlaz,loose,floja,na̧ taža
187,tlaz,heavy,pesado,wee
188,tlaz,tobacco,tobaco,NA
1,spanish,rain,lluvia,lluvia
2,spanish,agave,maguey,maguey
3,spanish,straw mat,petate,petate
4,spanish,four,cuatro,cuatro
5,spanish,feather,pluma,pluma
6,spanish,tail,cola,cola
7,spanish,wax,cera,cera
8,spanish,nose,nariz,nariz
9,spanish,word,palabra,palabra
10,spanish,near,está cerca,está cerca
11,spanish,tree,árbol,árbol
12,spanish,deer,venado,venado
13,spanish,lard,manteca,manteca
14,spanish,smell,olor,olor
15,spanish,tortilla,tortilla,tortilla
16,spanish,vomits,vomita,vomita
17,spanish,lazy,flojo,flojo
18,spanish,bed,cama,cama
19,spanish,griddle,comal,comal
20,spanish,sin,culpa,culpa
21,spanish,bean,frijol,frijol
22,spanish,water,agua,agua
23,spanish,river,río,río
24,spanish,mud,lodo,lodo
25,spanish,man's brother,hermano de h.,hermano de h.
26,spanish,three,tres,tres
27,spanish,tooth,diente,diente
28,spanish,five,cinco,cinco
29,spanish,bitter,amargo,amargo
30,spanish,meat,carne,carne
31,spanish,red,rojo,rojo
32,spanish,(he) went,se fue,se fue
33,spanish,seven,siete,siete
34,spanish,thread,hilo,hilo
35,spanish,animal,animal,animal
36,spanish,it finishes,se acaba,se acaba
37,spanish,egg,blanquillo,blanquillo
38,spanish,foam,espuma,espuma
39,spanish,blood,sangre,sangre
40,spanish,husband,marido,marido
41,spanish,salt,sal,sal
42,spanish,net bag,red,red
43,spanish,gourd,jícara,jícara
44,spanish,squash,calabaza,calabaza
45,spanish,coati,tejón coatí,tejón coatí
46,spanish,food,comida,comida
47,spanish,salty,salado,salado
48,spanish,blouse,huipil,huipil
49,spanish,work,trabajo,trabajo
50,spanish,cotton,algodón,algodón
51,spanish,wind,viento,viento
52,spanish,man,hombre,hombre
53,spanish,round,redondon,redondon
54,spanish,oven,horno,horno
55,spanish,box / drawer,cajón,cajón
56,spanish,mosquito,zancudo,zancudo
57,spanish,wait for,esperar,esperar
58,spanish,rotten,podrido,podrido
59,spanish,grab,agarrar,agarrar
60,spanish,tendon,tendón,tendón
61,spanish,blow,soplar,soplar
62,spanish,handspan,cuarta,cuarta
63,spanish,owner,dueño,dueño
64,spanish,lay (egg),poner (huevo),poner (huevo)
65,spanish,big (sg.),grande (sg.),grande (sg.)
66,spanish,neck,cuello,cuello
67,spanish,will come,va a venir,va a venir
68,spanish,horn,cuerno,cuerno
69,spanish,snake,culebra,culebra
70,spanish,ugly,feo,feo
71,spanish,hill,cerro,cerro
72,spanish,armadillo,armadillo,armadillo
73,spanish,crooked,chueco,chueco
74,spanish,year,año,año
75,spanish,eyebrow,ceja,ceja
