Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
·	·	i̧·ñu̧, ñu̧·a̧	tlal11, coxc11, nund13	3	U+00b7
ùw	ùw	ʔùwà, ʔùwì	nuyo11, yucu15	3	U+00f9 U+0077
ìì	ìì	jìì tó’ò, nììn	prom01, huen11, mont12	3	U+00ec U+00ec
īʰ	īʰ	vīʰka, ⁿdīʰkāʔ	ayut11	3	U+012b U+02b0
u̧ᵑ$	u̧ᵑ	šitu̧ᵑ, satu̧ᵑ	coso11, sind11	3	U+0075 U+0327 U+1d51 U+0024
i̧̧$	i̧̧	ña̧̧ni̧̧, tu̧ni̧̧	peno11	3	U+0069 U+0327 U+0327 U+0024
'ò	ò	ò'òn, tò'òn	mont12	3	U+0027 U+00f2
j$	j	gatsi’⁴ij, gutsï’⁴ïj	chic12	3	U+006a U+0024
^ȼʸ	<?>	ȼʸee, ȼʸeʔe	tlac12, joco11, dura11	3	U+005e U+023c U+02b8
ĩ́$	ĩ́	jétĩ́, wìxĩ́	prom01	3	U+0129 U+0301 U+0024
^'n	n	'nï¹, 'ngo⁵³	chic12, copa11	3	U+005e U+0027 U+006e
ⁿǰ	ⁿǰ	ⁿǰu-ⁿǰuča, na̧-ⁿǰii-đi	cris11, flor11, tlal11	3	U+207f U+01f0
^ʒ	ʒ	ʒu³we³ʰ, ʒa⁴	chic12	3	U+005e U+0292
't	t	ndokó tyá'tàn, tú'tú	tlah11, diux11	3	U+0027 U+0074
⁴⁵	⁴⁵	da’ni⁴⁵-xano’⁵, ni’⁴⁵-huaj³	chic12	3	U+2074 U+2075
ìw	ìw	kìwí, kìwì	cahu11, ayut11, yolo12	3	U+00ec U+0077
īw	īw	kīwɨ̀, yīwí	cahu11, yucu12, nuyo11	3	U+012b U+0077
uʰ	uʰ	đuʰtu, tuʰtu	cuau11, ayut11	3	U+0075 U+02b0
^ⁿy	ⁿy	ⁿyiƀi, ⁿyaʔi	amat11, adeq11, toto12	3	U+005e U+207f U+0079
ê	ê	kukihdinên, tɨ̀-kʷêʔé	chic02, peno11	3	U+00ea
ò̧ò̧$	ò̧ò̧	nò̧ò̧	cahu11, yucu12, nuyo11	3	U+00f2 U+0327 U+00f2 U+0327 U+0024
⁴¹	⁴¹	ʧi⁴¹ĩ⁴, ja⁴¹a⁴	alco11	3	U+2074 U+00b9
ó̧	ó̧	kó̧’ó̧, ñó̧ō̧	cahu11, diux11, caca11	3	U+00f3 U+0327
õ	õ	i³õ¹, kɥi³õ³	yucu16	3	U+00f5
ê$	ê	shéhê, kʷéʔê	diux11, nuyo11	3	U+00ea U+0024
¹ˀ	¹ˀ	ɡa¹ˀã³, wa¹ˀnĩ³	chic12	3	U+00b9 U+02c0
u̧ⁿ$	u̧ⁿ	yutu̧ⁿ, ko̧u̧ⁿ	coxc11, nund13, coso11	3	U+0075 U+0327 U+207f U+0024
o̧ⁿ	o̧ⁿ	ko̧ⁿdo, la-ko̧ⁿdo	teco11, ahue11, coic11	3	U+006f U+0327 U+207f
I$	<?>	žašI, žasI	zapo11, caca11, aten11	3	U+0049 U+0024
ȩ̄	<?>	nȩ̄ʔžù, ñȩ̄xī̧	nuyo11, yucu12	3	U+0229 U+0304
ās	ās	tāsuʔ, žāsí̧	ayut11, yucu15, tlac12	3	U+0101 U+0073
īī$	īī	ñīī, tīī	xaya12, alac11, diux11	3	U+012b U+012b U+0024
^šʸ	šʲ	šʸoo	nuxi11, tepe11, dura11	3	U+005e U+0161 U+02b8
^īsh	īsh	īshī	jami11, ocot11, yoso11	3	U+005e U+012b U+0073 U+0068
²ʰ$	²ʰ	na²ʰ, tʃi²ʰ	chic12	3	U+00b2 U+02b0 U+0024
^īh	īh	īhīn, īhní	jami11, ayut11, ocot11	3	U+005e U+012b U+0068
ōō$	ōō	stōō, yōō	alac11, atat11, yoso11	3	U+014d U+014d U+0024
ǚ$	<?>	žǘʔǚ, žǖkǚ	tama12, ahue11	3	U+01da U+0024
ï$	ï	quïj³ï, rinïj⁴ï	chic12	3	U+00ef U+0024
'y	y	ntsia'yì, ntia̠'yu̠	jica13, pied12, flor12	3	U+0027 U+0079
^nː	nː	nːu³ʰ, nːĩ³¹	chic12	3	U+005e U+006e U+02d0
^i̧i̧	i̧i̧	i̧i̧-wi-ñu̧u̧, i̧i̧-đawi	chig11, ayut11	3	U+005e U+0069 U+0327 U+0069 U+0327
ɨ̧ɨ̧	ɨ̧ɨ̧	ka-kɨ̧ɨ̧-đawi, nɨ̧ɨ̧-ni̧u̧	cuau11, cuya11, este11	3	U+0268 U+0327 U+0268 U+0327
^í̧í̧$	í̧í̧	í̧í̧	cahu11, tlal11, jica11	3	U+005e U+00ed U+0327 U+00ed U+0327 U+0024
^i̠i̠	i̠i̠	i̠i̠n	jica13, alac11, xoch11	3	U+005e U+0069 U+0320 U+0069 U+0320
^ⁿž	ⁿž	ⁿžisa, ⁿžiši̧	apoa11, pino11	3	U+005e U+207f U+017e
i̧ᵑ$	i̧ᵑ	ⁿǰi̧i̧ᵑ	sind11, yuta11	3	U+0069 U+0327 U+1d51 U+0024
^ⁿsʸ	ⁿsʲ	ⁿsʸisa̧, ⁿsʸute	zapo11	3	U+005e U+207f U+0073 U+02b8
^ùs	ùs	ùsà, ùsì	mont12, xaya12	3	U+005e U+00f9 U+0073
ēē$	ēē	kwēē, kʷēē	jami11, alac11, xaya12	3	U+0113 U+0113 U+0024
ṍ$	ṍ	ⁿdí=Ɂ²-kʷéjṍ, tòɁṍ	prom01	3	U+1e4d U+0024
a̧ᵑ	a̧ᵑ	ba̧ᵑgu, ti-na̧na̧-ča̧ᵑgi	sini11, pena12, cuat11	3	U+0061 U+0327 U+1d51
^jː	jː	jːe³ʰ, jːa³ʰ	chic12	2	U+005e U+006a U+02d0
^'đ	'đ	'đìđí, 'đìtò	diux11	2	U+005e U+0027 U+0111
^chh	chh	chhenu, chhātā	conc11	2	U+005e U+0063 U+0068 U+0068
ȩ̀	<?>	nȩ̀ʔȩ̀, nȩ̀ñȩ̀	peno11, chic11	2	U+0229 U+0300
úú	úú	kúún, kúúhu	chic02, huen11	2	U+00fa U+00fa
āʰ	āʰ	kāʰčiʔ, šāʰty	ayut11	2	U+0101 U+02b0
^ȩ	<?>	ȩni̧, ȩñu̧	flor11, coat11	2	U+005e U+0229
lʸ	lʲ	silʸa, ƀilʸu	chay12, ixta11	2	U+006c U+02b8
ùù	ùù	jùùɁ, tùùn	prom01, dura11	2	U+00f9 U+00f9
⁴ʰ$	⁴ʰ	a³tsi⁴ʰ, du³gᵂã³ˀã⁴ʰ	chic12	2	U+2074 U+02b0 U+0024
^r̃	r̃	r̃aki, r̃a̧na̧	yuta11, tlac11	2	U+005e U+0072 U+0303
š̯	š̯	wiš̯i, uš̯i	joco11	2	U+0161 U+032f
šʸ	šʲ	ƀišʸi, žušʸà	chay12, teco11	2	U+0161 U+02b8
'è	è	xe'è nùú ñu'ú, xè'è mii	tlah11, flor12	2	U+0027 U+00e8
^kʸ	kʲ	kʸàʔƀà, kʸutu-čaʔa	tutu11, prog12	2	U+005e U+006b U+02b8
^gᵂ	gᵂ	gᵂi³, gᵂa⁴ju³	chic12	2	U+005e U+0067 U+1d42
a̠a̠$	a̠a̠	ya̠a̠, ka̠a̠	jica13, alac11	2	U+0061 U+0320 U+0061 U+0320 U+0024
^ⁿd̩	ⁿd̩	ⁿd̩iƀi, ⁿd̩iša	nuxi11	2	U+005e U+207f U+0064 U+0329
ì̧w	ì̧w	nì̧wɨ	yucu12, nuyo11	2	U+00ec U+0327 U+0077
ǔ̧$	ǔ̧	nú̧ǔ̧, ú̧ʔǔ̧	coat11	2	U+01d4 U+0327 U+0024
'à	à	xǎ'àn, xà'àn	mixt11, yucu17	2	U+0027 U+00e0
'â	â	xǎ'ân	pied12, flor12	2	U+0027 U+00e2
'á	á	shá'án, xà'án	dura11, mont12	2	U+0027 U+00e1
ẽ̀$	ẽ̀	jùɁwẽ̀, ᴮ-séɁẽ̀	prom01	2	U+1ebd U+0300 U+0024
ě$	ě	tájtě, šèě	pied12, coat11	2	U+011b U+0024
³⁴²$	³⁴²	ta³⁴², nã³⁴²	chic12	2	U+00b3 U+2074 U+00b2 U+0024
ô̧	ô̧	tô̧mi̧, kô̧mi̧	nuch11	2	U+00f4 U+0327
'u̠	u̠	u̠'u̠n, xa̠'u̠n	jica13	2	U+0027 U+0075 U+0320
î̧	î̧	čî̧ù̧, čî̧í̧	mixt11, peno11	2	U+00ee U+0327
ûh	ûh	huhûha, nitrûha	chic02	2	U+00fb U+0068
^ū̧	ū̧	ū̧ʔù̧	gran11, atat11	2	U+005e U+016b U+0327
oⁿ	oⁿ	ⁿdi-koⁿdo, lokoⁿde	esta11, caca11	2	U+006f U+207f
^ⁿr	ⁿr	ⁿreke, ⁿraka	diux11, chic11	2	U+005e U+207f U+0072
u̧ⁿ	u̧ⁿ	đu̧ⁿɡu, ku̧ⁿdu	yucu14, dura11	2	U+0075 U+0327 U+207f
s̯	s̯	yas̯i, žas̯i	juxt11	2	U+0073 U+032f
θʸ	θʲ	la-θʸa̧ʔa̧, ⁿdi-θʸa̧ʔa̧	tama12, ahue11	2	U+03b8 U+02b8
.	<?>	kwa.ìì, ī̧ì̧.ī̧	mixt11, metl11	2	U+002e
š̭	š̭	đuš̭a̧, uš̭a	chig11, juxt11	2	U+0161 U+032d
^ǰ	ǰ	ǰa-ni̧yu̧, ǰuƀi	cris11, huit11	2	U+005e U+01f0
ř	ř	uřnu, žeřu	tlal11, tila11	2	U+0159
'ǔ$	ǔ	yu'ǔ	pied12, flor12	2	U+0027 U+01d4 U+0024
ë	ë	yëj³, siguë’³ë	chic12	2	U+00eb
^ⁿȼ	<?>	ⁿȼuʔƀa, ⁿȼeʔye	guad11, moli11	2	U+005e U+207f U+023c
iᵑ	iᵑ	riᵑgi, liᵑgi	moli11, pena12	2	U+0069 U+1d51
'í	í	txì-nì'ín, ti'ín	tlah11, dura11	2	U+0027 U+00ed
kᵑ$	kⁿ	ikᵑ, đúkᵑ	chig11	2	U+006b U+1d51 U+0024
u̧ʰ	u̧ʰ	su̧ʰtu, đu̧ʰku̧	cuau11, ayut11	2	U+0075 U+0327 U+02b0
⁴²$	⁴²	ta¹kwi⁴², ñu³u⁴²	yolo11	2	U+2074 U+00b2 U+0024
^ɨ̧̄	ɨ̧̄	ɨ̧̄ɨ̧̀	gran11, atat11	2	U+005e U+0268 U+0327 U+0304
^uu	uː	uun², uun	copa11, coat11	2	U+005e U+0075 U+0075
^ee$	eː	ee	tepo01	2	U+005e U+0065 U+0065 U+0024
¹³ʰ$	¹³ʰ	ja¹³ʰ, ˀᵑɡo¹³ʰ	chic12	2	U+00b9 U+00b3 U+02b0 U+0024
^ā	ā	āmā	alac11, conc11	2	U+005e U+0101
^ɨ̧̀ɨ̧̀$	ɨ̧̀ɨ̧̀	ɨ̧̀ɨ̧̀	diux11, peno11	2	U+005e U+0268 U+0327 U+0300 U+0268 U+0327 U+0300 U+0024
ũ̀̀$	ũ̀	xìtũ̀̀, júũ̀̀	prom01	2	U+0169 U+0300 U+0300 U+0024
gᵂ	gᵂ	nu³gᵂã³ˀ, du³gᵂã³ˀã⁴ʰ	chic12	2	U+0067 U+1d42
ɨ̧̄	ɨ̧̄	sɨ̧̄ʔɨ̧	yucu12, atat11	2	U+0268 U+0327 U+0304
ẽ	ẽ	kōnẽxó, da³ˀnẽ³ˀ	chic12, conc11	2	U+1ebd
o̠o̠	o̠o̠	ko̠o̠-sawi	cahu11, cuat11	2	U+006f U+0320 U+006f U+0320
^'u	u	'ui⁵³, 'uej³e	chic12	2	U+005e U+0027 U+0075
°	<?>	k°iya, k°aʔa	jami11, chic11	2	U+00b0
ɨ̧́ɨ̧́$	ɨ̧́ɨ̧́	ñɨ̧́ɨ̧́	peno11, acat11	2	U+0268 U+0327 U+0301 U+0268 U+0327 U+0301 U+0024
^ì̧	ì̧	ì̧ñù̧, ì̧í̧	alco11, peno11	2	U+005e U+00ec U+0327
ɨ̀ɨ̀$	ɨ̀ɨ̀	ñɨ̀ɨ̀	chay11, colo11	2	U+0268 U+0300 U+0268 U+0300 U+0024
^ùh	ùh	ùhvà	chay11, colo11	2	U+005e U+00f9 U+0068
ǜs	<?>	ⁿdǜsà	cahu11, prog12	2	U+01dc U+0073
^tʃ	tʃ	tʃi²ʔ, tʃi²ʰ	chic12	2	U+005e U+0074 U+0283
èè$	èè	ti-na̧na̧-ⁿdèè, mbèè	alco11, colo11	2	U+00e8 U+00e8 U+0024
³⁴	³⁴	i³t-cu³⁴chi⁴, nne³⁴-ri’i’⁴	papa11, chic12	2	U+00b3 U+2074
mh	mh	yhāmhī, hīímha	conc11	2	U+006d U+0068
ūū	ūū	chūūn, lūū-čī	yucu15, prog12	2	U+016b U+016b
^mː	mː	mːĩ³ˀ, mːĩ³²	chic12	2	U+005e U+006d U+02d0
â̧	â̧	škʷâ̧ñū̧, kʷâ̧á̧	ocot11, peno11	2	U+00e2 U+0327
=	<?>	ⁿdí=Ɂ²-kʷéjṍ, te²=a²ma²	prom01, chal11	2	U+003d
ûû$	ûû	yûû, ñûû	diux11	2	U+00fb U+00fb U+0024
^čʸ	čʲ	čʸo̧o̧, čʸei	reye11, ndua11	2	U+005e U+010d U+02b8
^à	à	ànjìn, àđì	xaya12, mont12	2	U+005e U+00e0
^ɨ	ɨ	ɨwɨ, ɨši	cuil11, itun11	2	U+005e U+0268
ō̧ō̧$	ō̧ō̧	čō̧ō̧, ñō̧ō̧	alac11, caca11	2	U+014d U+0327 U+014d U+0327 U+0024
^ō	ō	ōko	ayut11, yoso11	2	U+005e U+014d
^ó	ó	ókô, ókō	diux11, coat11	2	U+005e U+00f3
yaaha, yaa	<???>	yaaha, yaa	chic02	1	U+0079 U+0061 U+0061 U+0068 U+0061 U+002c U+0020 U+0079 U+0061 U+0061
a̠a̠	a̠a̠	ya̠a̠ nó’o	alac11	1	U+0061 U+0320 U+0061 U+0320
nn	nn	trunnatoo	chic02	1	U+006e U+006e
šʰ	šʰ	išʰto	alco11	1	U+0161 U+02b0
ōō	ōō	tōōn	jami11	1	U+014d U+014d
_ⁿ	_ⁿ	su ⁿduʔu	chay11	1	U+005f U+207f
ȩʰ	<?>	žȩʰtu̧	cuau11	1	U+0229 U+02b0
o̧ⁿ$	o̧ⁿ	kaxo̧ⁿ	mica11	1	U+006f U+0327 U+207f U+0024
^é	é	éní̧	coat11	1	U+005e U+00e9
^dh	dh	dhīn	conc11	1	U+005e U+0064 U+0068
^'ñ	ɲ	'ñànì	diux11	1	U+005e U+0027 U+00f1
êh	êh	tînêha	chic02	1	U+00ea U+0068
a̧̧	a̧̧	ña̧̧ni̧̧	peno11	1	U+0061 U+0327 U+0327
^ŋ	ŋ	ŋɡa³	chic12	1	U+005e U+014b
ɛ	ɛ	ti-tīʔɛʔ	ayut11	1	U+025b
ȼʸ	<?>	ⁿdi-ȼʸeʔe	teco11	1	U+023c U+02b8
ɨ̂$	ɨ̂	kɨ́ðɨ̂	diux11	1	U+0268 U+0302 U+0024
š̩	š̩	ñu̧š̩a̧	chig11	1	U+0161 U+0329
ññ	ññ	šuñña̧	teit11	1	U+00f1 U+00f1
w̃	w̃	ña̧w̃a̧	tida11	1	U+0077 U+0303
^gw	gw	gwii³	copa11	1	U+005e U+0067 U+0077
ǖs	<?>	tn-ǖsǖ	cahu11	1	U+01d6 U+0073
^ǖh	<?>	ǖhǖ	prog12	1	U+005e U+01d6 U+0068
A	<?>	sA-kʷaa	nuch11	1	U+0041
^üh	üh	ühü	prog12	1	U+005e U+00fc U+0068
'e̠$	e̠	kue̠'e̠	jica13	1	U+0027 U+0065 U+0320 U+0024
i᷅	i᷅	t-i᷅nā	mixt11	1	U+0069 U+1dc5
¹³	¹³	xa¹³ni²	yolo11	1	U+00b9 U+00b3
nʸ	nʲ	u̧nʸa̧	ayut11	1	U+006e U+02b8
ów	ów	ᴮ-tówĩ̀	prom01	1	U+00f3 U+0077
ĩ̀$	ĩ̀	ᴮ-tówĩ̀	prom01	1	U+0129 U+0300 U+0024
`$	<?>	tù̧mī̧`	yucu15	1	U+0060 U+0024
ôô	ôô	chinôônha	chic02	1	U+00f4 U+00f4
^ş	<?>	şā̧ʔò̧	ocot11	1	U+005e U+015f
ĩː	ĩː	si³tĩː⁴	chic12	1	U+0129 U+02d0
íí	íí	tníín	huen11	1	U+00ed U+00ed
ĩ̀	ĩ̀	Ɂ-tìjĩ̀Ɂ	prom01	1	U+0129 U+0300
^ũ	ũ	ũ²ʔũ³ʰ	chic12	1	U+005e U+0169
^u̧u̧$	u̧u̧	u̧u̧	mica11	1	U+005e U+0075 U+0327 U+0075 U+0327 U+0024
^ō̧	ō̧	ō̧ʔō̧	cahu11	1	U+005e U+014d U+0327
^óh	óh	óhôn	diux11	1	U+005e U+00f3 U+0068
^ř	ř	řekʷe	mont13	1	U+005e U+0159
'ts	ts	í'tsin	pied12	1	U+0027 U+0074 U+0073
^w̃	w̃	w̃i̧ʔi̧	tida11	1	U+005e U+0077 U+0303
ĩ́	ĩ́	jéxĩ́Ɂ	prom01	1	U+0129 U+0301
hh	hh	chukuahha	chic02	1	U+0068 U+0068
`	<?>	ⁿdī`čī	yucu15	1	U+0060
^č̯	č̯	č̯iyo	nuti11	1	U+005e U+010d U+032f
^ṣʸ	ṣʲ	ṣʸoo	tlac12	1	U+005e U+1e63 U+02b8
^ṣ̌ʳ	ṣ̌ʳ	ṣ̌ʳoo	tlal11	1	U+005e U+1e63 U+030c U+02b3
^čč	čč	ččio	xaya12	1	U+005e U+010d U+010d
^gʷ	gʷ	gʷee	brav11	1	U+005e U+0067 U+02b7
āw	āw	yāwī	cahu11	1	U+0101 U+0077
ùsh	ùsh	ntùshi	dura11	1	U+00f9 U+0073 U+0068
ɨʰ	ɨʰ	ⁿdɨʰkɨ̧	cuau11	1	U+0268 U+02b0
^vʸ	vʲ	vʸeʔɛ	ayut11	1	U+005e U+0076 U+02b8
^'e	e	'e⁴nu⁴	papa11	1	U+005e U+0027 U+0065
ẽ́$	ẽ́	Ɂ¹-súxẽ́	prom01	1	U+1ebd U+0301 U+0024
aᵍ	aᵍ	yaᵍwi	toto12	1	U+0061 U+1d4d
cc	cc	tia²c-cua̠³’a̠³	papa11	1	U+0063 U+0063
iii$	iːi	ti-ii	chig11	1	U+0069 U+0069 U+0069 U+0024
^ȼ̣ʸ	<?>	ȼ̣ʸàa	guad11	1	U+005e U+023c U+0323 U+02b8
^̠$	<?>	̠	xoch11	1	U+005e U+0320 U+0024
^fʸ	fʲ	fʸer̃u	chic11	1	U+005e U+0066 U+02b8
aⁿ	aⁿ	maⁿča	ixta12	1	U+0061 U+207f
'ó	ó	xò'ón	mont12	1	U+0027 U+00f3
ôô$	ôô	yôô	diux11	1	U+00f4 U+00f4 U+0024
ⁿr	ⁿr	ti-ⁿruu	chic11	1	U+207f U+0072
i̭	i̭	ⁿdei̭ʔi	caca11	1	U+0069 U+032d
ë$	ë	siguë’³ë	chic12	1	U+00eb U+0024
ōhsh	ōhsh	ndōhshó	coat11	1	U+014d U+0068 U+0073 U+0068
í:	íː	tí:n̄í	ocot11	1	U+00ed U+003a
ââ	ââ	rrâân	chic02	1	U+00e2 U+00e2
q$	q	dzuq	tepo01	1	U+0071 U+0024
kᵑ	kⁿ	đukᵑu̧	tida11	1	U+006b U+1d51
̀n	̀n	ñū̧-̀nú̧	coic11	1	U+0300 U+006e
d$	d	red	mont12	1	U+0064 U+0024
i̧̧	i̧̧	ni̧̧u̧	peno11	1	U+0069 U+0327 U+0327
^ɨ́	ɨ́	ɨ́ɨ̂n	diux11	1	U+005e U+0268 U+0301
ɨ̂	ɨ̂	ɨ́ɨ̂n	diux11	1	U+0268 U+0302
^ɨ̧́	ɨ̧́	ɨ̧́’ɨ̧́	diux11	1	U+005e U+0268 U+0327 U+0301
^ɨ̧́ɨ̧́$	ɨ̧́ɨ̧́	ɨ̧́ɨ̧́	peno11	1	U+005e U+0268 U+0327 U+0301 U+0268 U+0327 U+0301 U+0024
^ɨ̄	ɨ̄	ɨ̄ɨn	yoso11	1	U+005e U+0268 U+0304
^'ï	ï	'ïn⁴	chic12	1	U+005e U+0027 U+00ef
i̧ʰ	i̧ʰ	đi̧ʰȼi̧	cuau11	1	U+0069 U+0327 U+02b0
i̧ⁿ	i̧ⁿ	ši̧ⁿti	yucu16	1	U+0069 U+0327 U+207f
tw	tw	đitwi?	tlal11	1	U+0074 U+0077
⁵⁴$	⁵⁴	yyaj⁵⁴	chic12	1	U+2075 U+2074 U+0024
^ˀᵑ	<?>	ˀᵑɡo¹³ʰ	chic12	1	U+005e U+02c0 U+1d51
^íí	íí	íín	huen11	1	U+005e U+00ed U+00ed
'⁴$	'⁴	guchrun'⁴	chic12	1	U+0027 U+2074 U+0024
^š̩	š̩	š̩itnu̧	chig11	1	U+005e U+0161 U+0329
í̧í̧	í̧í̧	nā̧-ⁿdí̧í̧-ñú̧ù̧-vā	nuyo11	1	U+00ed U+0327 U+00ed U+0327
'ô$	ô	xìto'ô	pied12	1	U+0027 U+00f4 U+0024
tay dzi ~ si yahui	<???>	tay dzi ~ si yahui	tepo01	1	U+0074 U+0061 U+0079 U+0020 U+0064 U+007a U+0069 U+0020 U+007e U+0020 U+0073 U+0069 U+0020 U+0079 U+0061 U+0068 U+0075 U+0069
īī	īī	shīīn	yoso11	1	U+012b U+012b
ŵ	<?>	ⁿdaʔŵi	brav11	1	U+0175
'i̠	i̠	si̠'i̠n	jica13	1	U+0027 U+0069 U+0320
ɨ̧ᵑ$	ɨ̧ᵑ	đɨ̧ʔɨ̧ᵑ	sind11	1	U+0268 U+0327 U+1d51 U+0024
^aʳ	aʳ	aʳku	tlal11	1	U+005e U+0061 U+02b3
^hʷ	hʷ	hʷiti	yucu13	1	U+005e U+0068 U+02b7
ɨɨ	ɨː	žɨɨŋ	sind11	1	U+0268 U+0268
ŋ$	ŋ	žɨɨŋ	sind11	1	U+014b U+0024
^ž̯	ž̯	ž̯íkì	teco11	1	U+005e U+017e U+032f
k$	k	yek	tepo11	1	U+006b U+0024
kⁿ$	kⁿ	žikⁿ	yucu11	1	U+006b U+207f U+0024
ès	ès	lèso	flor12	1	U+00e8 U+0073
és	és	lésú	mixt11	1	U+00e9 U+0073
ēs	ēs	lēsōn	alac11	1	U+0113 U+0073
ēsh	ēsh	kūñēshú	jami11	1	U+0113 U+0073 U+0068
'a̠$	a̠	má'a̠	jica13	1	U+0027 U+0061 U+0320 U+0024
ú̧ú̧	ú̧ú̧	kú̧ú̧-saƀi	achi11	1	U+00fa U+0327 U+00fa U+0327
àw	àw	sàwì	alac11	1	U+00e0 U+0077
⁴³	⁴³	cu⁴³-yi³nun³-ta̠³’a̠⁴	papa11	1	U+2074 U+00b3
ȼ̣	<?>	yuȼ̣a	guad11	1	U+023c U+0323
^ẓ̌	ẓ̌	ẓ̌ute	yucu11	1	U+005e U+1e93 U+030c
ōh$	ōh	yohōh	ayut11	1	U+014d U+0068 U+0024
i̠i̠$	i̠i̠	ñi̠i̠	alac11	1	U+0069 U+0320 U+0069 U+0320 U+0024
^ɨ̧ɨ̧$	ɨ̧ɨ̧	ɨ̧ɨ̧	cuil11	1	U+005e U+0268 U+0327 U+0268 U+0327 U+0024
^vh	vh	vhua	tepo01	1	U+005e U+0076 U+0068
ɨ́ɨ́$	ɨ́ɨ́	ñɨ́ɨ́	atat11	1	U+0268 U+0301 U+0268 U+0301 U+0024
ʔʸ	ʔʲ	ʔiʔʸa	aten11	1	U+0294 U+02b8
’w	<?>	u’wà	pena11	1	U+2019 U+0077
ẽ̀	ẽ̀	ⁿdìxẽ̀Ɂ	prom01	1	U+1ebd U+0300
ìsʸ	ìsʲ	ʔí-ⁿdìsʸá̧	yucu15	1	U+00ec U+0073 U+02b8
ȩ̌$	<?>	ⁿdíʔšȩ̌	coat11	1	U+0229 U+030c U+0024
hʸ	hʲ	ti-hʸa̧ʔa̧	aten11	1	U+0068 U+02b8
^üs	üs	üsa	caca11	1	U+005e U+00fc U+0073
^vs	vs	vsa	tepo01	1	U+005e U+0076 U+0073
ùsʸ	ùsʲ	ʔùsʸà	yucu15	1	U+00f9 U+0073 U+02b8
a̠̠$	a̠	usa̠̠	yuta13	1	U+0061 U+0320 U+0320 U+0024
èè	èè	mbèè-ti-càtyì	colo11	1	U+00e8 U+00e8
ȩ́ȩ́$	<?>	kʷȩ́ȩ́	yucu12	1	U+0229 U+0301 U+0229 U+0301 U+0024
^lʸ	lʲ	lʸoo	nuch11	1	U+005e U+006c U+02b8
^'l	l	'lùčì	diux11	1	U+005e U+0027 U+006c
^lh	lh	lhín	conc11	1	U+005e U+006c U+0068
óó	óó	kóó-kāá	ixpa11	1	U+00f3 U+00f3
gw	gw	ndi-gwáñu	tlah11	1	U+0067 U+0077
u̠u̠$	u̠u̠	yu̠u̠	alac11	1	U+0075 U+0320 U+0075 U+0320 U+0024
ǘ$	<?>	žǖǘ	tama12	1	U+01d8 U+0024
ǜǜ$	<?>	yǜǜ	cahu11	1	U+01dc U+01dc U+0024
²³⁴$	²³⁴	yi²ta²³⁴	papa11	1	U+00b2 U+00b3 U+2074 U+0024
^tʸʰ	tʲʰ	tʸʰai	juxt11	1	U+005e U+0074 U+02b8 U+02b0
ll	ll	sillá	yuta13	1	U+006c U+006c
^nᵗ	nᵗ	nᵗòò	ocot11	1	U+005e U+006e U+1d57
ìsh	ìsh	vìshì	dura11	1	U+00ec U+0073 U+0068
ĩ$	ĩ	jáɁwĩ	prom01	1	U+0129 U+0024
º	<?>	so̧ʔºmȩ	prog11	1	U+00ba
ōʰ	ōʰ	yōʰkoʔ	ayut11	1	U+014d U+02b0
à̧s	à̧s	ʔà̧sì̧	ocot11	1	U+00e0 U+0327 U+0073
ṍ	ṍ	íjṍɁ	prom01	1	U+1e4d
̧ⁿ	<?>	či-na̧na-̧ⁿčaʔža	ixpa11	1	U+0327 U+207f
ⁿč	ⁿč	či-na̧na̧-ⁿčiʔe	reye11	1	U+207f U+010d
àà	àà	Ɂ-jààɁ	prom01	1	U+00e0 U+00e0
_̀	_̀	štā ̀ʔ	ayut11	1	U+005f U+0300
ṹ	ṹ	jútṹɁ	prom01	1	U+1e79
aʰ	aʰ	šaʰtu	ayut11	1	U+0061 U+02b0
rs	rs	kàrsòni̧	peno11	1	U+0072 U+0073
^üü$	üü	üü	caca11	1	U+005e U+00fc U+00fc U+0024
^ùw	ùw	ùwì	prom01	1	U+005e U+00f9 U+0077
^vv	vv	vvui	tepo01	1	U+005e U+0076 U+0076
^ōw	ōw	ōwī	cahu11	1	U+005e U+014d U+0077
^ùù$	ùù	ùù	moli11	1	U+005e U+00f9 U+00f9 U+0024
ã́$	ã́	áwã́	prom01	1	U+00e3 U+0301 U+0024
^kʷʸ	kʲʷ	kʷʸàà	guad11	1	U+005e U+006b U+02b7 U+02b8
ā̧ā̧$	ā̧ā̧	kʷā̧ā̧	ayut11	1	U+0101 U+0327 U+0101 U+0327 U+0024
a̧ⁿ$	a̧ⁿ	kʷa̧a̧ⁿ	mont12	1	U+0061 U+0327 U+207f U+0024
a̧̧$	a̧̧	kʷà̧a̧̧	peno11	1	U+0061 U+0327 U+0327 U+0024
ã̀$	ã̀	Ɂ-kʷáã̀	prom01	1	U+00e3 U+0300 U+0024
āā	āā	kwāān	ayut11	1	U+0101 U+0101
^'kʷ	kʷ	'kʷà̧à̧	diux11	1	U+005e U+0027 U+006b U+02b7
à̧à̧$	à̧à̧	'kʷà̧à̧	diux11	1	U+00e0 U+0327 U+00e0 U+0327 U+0024
