__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity,Stem phonology,Stem alternation,Inflected form (IRR),Inflected form (NEG.IRR),Inflected form (CPL-1),Inflected form (CPL-2),Inflected form (INCPL),Inflected form (Stative),Tone (IRR),Tone (NEG.IRR),Tone (CPL-1) – lexical tone,Tone (CPL-2),Tone (INCPL)
4474,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³naʔ³a² (tu⁴ni¹),improve,mejorar,intr,Trimoraic,Invariable,ndu³naʔ³a²,ndu¹⁴naʔ³a²,ni¹-ndu³naʔ³a²,ndu¹³naʔ³a²,ndu⁴naʔ³a²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4476,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³su⁴ku²⁴,tangle,enredarse,intr,Trimoraic,Invariable,ndu³su⁴ku²⁴,ndu¹⁴-su⁴ku²⁴,ni¹-ndu³-su⁴ku²⁴,ndu¹³-su⁴ku²⁴,ndu⁴-su⁴ku²⁴,,3–4–24,14–4–24,3–4–24,13–4–24,4–4–24
4205,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ta³,melt,derretirse,intr,Bimoraic,Invariable,ndu³ta³,ndu¹⁴ta³,ni¹-ndu³ta³,ndu¹³ta³,ndu⁴ta³,,3–3,14–3,3–3,13–3,4–3
4477,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³taʔ³an²,win,tocarle a uno algo,intr,Trimoraic,Invariable,ndu³taʔ³an²,ndu¹⁴taʔ³an²,ni¹-ndu³taʔ³an²,ndu¹³taʔ³an²,ndu⁴taʔ³an²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4479,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³toʔ³ni³,open (eyes),abrir (los ojos),intr,Trimoraic,Invariable,ndu³toʔ³ni³,ndu¹⁴toʔ³ni³,ni¹-ndu³toʔ³ni³,ndu¹³toʔ³ni³,ndu⁴toʔ³ni³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4206,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³xan³,vomit,vomitar,intr,Bimoraic,Invariable,ndu³xan³,ndu¹⁴xan³,ni¹-ndu³xan³,ndu¹³xan³,ndu⁴xan³,,3–3,14–3,3–3,13–3,4–3
4200,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nduʔ¹u⁴,fall (something long),caerse (algo largo),intr,Bimoraic,Invariable,nduʔ¹u⁴,nduʔ¹⁴u¹⁴,ni¹-nduʔ¹u⁴,nduʔ¹u⁴,nduʔ⁴u¹⁴,,1–4,14–14,1–4,1–4,4–14
4207,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,niʔ¹i³,vibrate,vibrar,intr,Bimoraic,Invariable,niʔ¹i³,niʔ¹⁴i¹³,ni¹-niʔ¹i³,niʔ¹i³,niʔ⁴i¹³,,1–3,14–13,1–3,1–3,4–13
4208,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,niʔ¹i⁴,receive (gift),recibir de regalo,tr,Bimoraic,Invariable,niʔ¹i⁴,ni¹⁴i¹⁴,ni¹-niʔ¹i⁴,niʔ¹i⁴,niʔ⁴i¹⁴,,1–4,14–14,1–4,1–4,4–14
4209,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu¹ma¹,die down,amainar,intr,Bimoraic,Invariable,nu¹ma¹,nu¹⁴ma¹,ni¹-nu¹ma¹,nu¹ma¹,nu⁴ma¹,,1–1,14–1,1–1,1–1,4–1
4210,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu¹na⁴,open,abrirse,intr,Bimoraic,Invariable,nu¹na⁴,nu¹⁴na¹⁴,ni¹-nu¹na⁴,nu¹na⁴,nu⁴na¹⁴,,1–4,14–14,1–4,1–4,4–14
4211,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu³mi³,hug,abrazar,tr,Bimoraic,Invariable,nu³mi³,nu¹⁴mi³,ni¹-nu³mi³,nu¹³mi³,nu⁴mi³,,3–3,14–3,3–3,13–3,4–3
4212,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nu³u³,"reduce, lower",bajar,intr,Bimoraic,Invariable,nu³u³,nu¹⁴u³,ni¹-nu³u³,nu¹³u³,nu⁴u⁴,,3–3,14–3,3–3,13–3,4–4
4214,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa¹a⁴,get angry,enojarse,intr,Bimoraic,Invariable,sa¹a⁴,sa¹⁴a¹⁴,ni¹-sa¹a⁴,sa¹a⁴,sa⁴a²⁴,,1–4,14–14,1–4,1–4,4–24
4213,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa¹a⁴,get warm,calentarse,intr,Bimoraic,Invariable,sa¹a⁴,sa¹⁴a¹⁴,ni¹-sa¹a⁴,sa¹a⁴,sa⁴a¹⁴,,1–4,14–14,1–4,1–4,4–14
4216,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa¹ña⁴,release,soltarse,intr,Bimoraic,Invariable,sa¹ña⁴,sa¹⁴ña¹⁴,ni¹-sa¹ña⁴,sa¹ña⁴,sa⁴ña¹⁴,,1–4,14–14,1–4,1–4,4–14
4638,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³-kwe⁴nda²,take care of,cuidar,tr,Trimoraic,Invariable,sa³-kwe⁴nda²,sa¹⁴-kwe⁴nda²,ni¹-sa³-kwe⁴nda²,sa¹³-kwe⁴nda²,sa⁴-kwe⁴nda²,,3–4–2,14–4–2,3–4–2,13–4–2,4–4–2
4217,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ka⁴,spread,untar,tr,Bimoraic,Invariable,sa³ka⁴,sa¹⁴ka⁴,ni¹-sa³ka⁴,sa¹³ka⁴,sa⁴ka⁴,,3–4,14–4,3–4,13–4,4–4
4637,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ka⁴na³,throw,tirar,tr,Trimoraic,Invariable,sa³ka⁴na³,sa¹⁴ka⁴na³,ni¹-sa³ka⁴na³,sa¹³ka⁴na³,sa⁴ka⁴na³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4218,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³na³,go crazy,alocarse,intr,Bimoraic,Invariable,sa³na³,sa¹⁴na³,ni¹-sa³na³,sa¹³na³,sa⁴na³,,3–3,14–3,3–3,13–3,4–3
4219,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ña⁴,release,soltar,tr,Bimoraic,Invariable,sa³ña⁴,sa¹⁴ña⁴,ni¹-sa³ña⁴,sa¹³ña⁴,sa⁴ña⁴,,3–4,14–4,3–4,13–4,4–4
4220,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa³ta⁴,buy,comprar,tr,Bimoraic,Invariable,sa³ta⁴,sa¹⁴ta⁴,ni¹-sa³ta⁴,sa¹³ta⁴,sa⁴ta²⁴,,3–4,14–4,3–4,13–4,4–24
4644,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-chuʔ¹⁴ma¹,cure a wound with salt/fume,sahumar,tr,Trimoraic,Invariable,sa⁴-chuʔ¹⁴ma¹,sa¹⁴-chuʔ¹⁴ma¹,ni¹-sa⁴-chuʔ¹⁴ma¹,sa¹⁴-chuʔ¹⁴ma¹,sa⁴-chuʔ¹⁴ma¹,chuʔ¹⁴ma¹,4–14–1,14–14–1,4–14–1,14–14–1,4–14–1
4650,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ka³sun²,fry,freir,tr,Trimoraic,Invariable,sa⁴-ka³sun²,sa¹⁴-ka³sun²,ni¹-sa⁴-ka³sun²,sa¹⁴-ka³sun²,sa⁴-ka³sun²,,4–3–2,14–3–2,4–3–2,14–3–2,4–3–2
4651,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ka³xan⁴,ring,hacer sonar,tr,Trimoraic,Invariable,sa⁴-ka³xan⁴,sa¹⁴-ka³xan⁴,ni¹-sa¹⁴-ka³xan⁴,sa¹⁴-ka³xan⁴,sa⁴-ka³xan⁴,,4–3–4,14–3–4,14–3–4,14–3–4,4–3–4
4649,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-kaʔ³a³,ring,hacer sonar,tr,Trimoraic,Invariable,sa⁴-kaʔ³a³,sa¹⁴-kaʔ³a³,ni¹-sa⁴-kaʔ³a³,sa¹⁴-kaʔ³a³,sa⁴-kaʔ³a³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4646,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ke¹e⁴²,stretch,estirar,intr,Trimoraic,Invariable,sa⁴-ke¹e⁴²,sa¹⁴-ke¹e⁴²,ni¹-sa⁴-ke¹e⁴²,sa¹⁴-ke¹e⁴²,sa⁴-ke¹e⁴²,,4–1–42,14–1–42,4–1–42,14–1–42,4–1–42
4652,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-kiʔ³in³,give,dar,tr,Trimoraic,Invariable,sa⁴-kiʔ³in³,sa¹⁴-kiʔ³in³,ni¹-sa⁴-kiʔ³in³,sa¹⁴-kiʔ³in³,sa⁴-kiʔ³in³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4671,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ku¹chi³,ripen,madurar,tr,Trimoraic,Invariable,sa⁴-ku¹chi³,sa¹⁴-ku¹chi³,ni¹-sa¹⁴-ku¹chi³,sa¹⁴-ku¹chi³,sa⁴-ku¹chi³,chi⁴chi¹³,4–1–3,14–1–3,14–1–3,14–1–3,4–1–3
4653,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-kwa³chi³,tear,despedazar,tr,Trimoraic,Invariable,sa⁴-kwa³chi³,sa¹⁴-kwa³chi³,ni¹-sa⁴-kwa³chi³,sa¹⁴-kwa³chi³,sa⁴-kwa³chi³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4632,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-kwaʔ³a³,study,estudiar,intr,Trimoraic,Invariable,sa⁴-kwaʔ³a³,sa¹⁴kwaʔ³a³,ni¹-sa⁴kwaʔ³a³,sa¹⁴kwaʔ³a³,sa⁴kwaʔ³a³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4654,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-kwi³ko⁴,rock,mecer,tr,Trimoraic,Invariable,sa⁴-kwi³ko⁴,sa¹⁴-kwi³ko⁴,ni¹-sa⁴-kwi³ko⁴,sa¹⁴-kwi³ko⁴,sa⁴-kwi³ko⁴,,4–3–4,14–3–4,4–3–4,14–3–4,4–3–4
4656,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-na³na³,photograph,fotografiar,tr,Trimoraic,Invariable,sa⁴-na³na³,sa¹⁴-na³na³,ni¹-sa⁴na³na³,sa¹⁴-na³na³,sa⁴-na³na³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4655,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-naʔ¹a¹,teach,enseñar,tr,Trimoraic,Invariable,sa⁴-naʔ¹a¹,sa¹⁴-naʔ¹a¹,ni¹-sa⁴-naʔ¹a¹,sa¹⁴-naʔ¹a¹,sa⁴-naʔ¹a¹,,4–1–1,14–1–1,4–1–1,14–1–1,4–1–1
4657,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-nda³ba³,knock down,tumbar,tr,Trimoraic,Invariable,sa⁴-nda³ba³,sa¹⁴-nda³ba³,ni¹-sa⁴-nda³ba³,sa¹⁴-nda³ba³,sa⁴-nda³ba³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4639,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ndaʔ³bi²,cheat,engañar,tr,Trimoraic,Invariable,sa⁴-ndaʔ³bi²,sa¹⁴-ndaʔ³bi²,ni¹-sa⁴-ndaʔ³bi²,sa¹⁴-ndaʔ³bi²,sa⁴-ndaʔ³bi²,,4–3–2,14–3–2,4–3–2,14–3–2,4–3–2
4640,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-nde³ta³,make jump,hacer saltar,tr,Trimoraic,Invariable,sa⁴-nde³ta³,sa¹⁴-nde³ta³,ni¹-sa⁴-nde³ta³,sa¹⁴-nde³ta³,sa⁴-nde³ta³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4667,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-nde³ta³,stop,parar,tr,Trimoraic,Invariable,sa⁴-nde³ta³,ka¹⁴nde³ta³,ni¹-ka³nde³ta³,ka¹³nde³ta³,ka⁴nde³ta³,,4–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4641,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ndiʔ¹i³,worry,preocupar,tr,Trimoraic,Invariable,sa⁴-ndiʔ¹i³,sa¹⁴-ndiʔ¹i³,ni¹-sa⁴-ndiʔ¹i³,sa¹⁴-ndiʔ³i³,sa⁴-ndiʔ¹i³,,4–1–3,14–1–3,4–1–3,14–3–3,4–1–3
4658,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ndiʔ³i³,finish,terminar,tr,Trimoraic,Invariable,sa⁴-ndiʔ³i³,sa¹⁴-ndiʔ³i³,ni¹-sa⁴-ndiʔ³i³,sa¹⁴-ndiʔ³i³,sa⁴-ndiʔ³i³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4668,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ndo³to³,wake up,despertar,tr,Trimoraic,Invariable,sa⁴-ndo³to³,sa¹⁴-ndo³to³,ni¹-sa⁴-ndo³to³,sa¹⁴-ndo³to³,sa⁴-ndo³to³,ndi⁴to³,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4659,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ndu¹xin¹,bury,enterrar,tr,Trimoraic,Invariable,sa⁴-ndu¹xin¹,sa¹⁴-ndu¹xin¹,ni¹-sa⁴-ndu¹xin¹,sa¹⁴-ndu¹xin¹,sa⁴-ndu¹xin¹,,4–1–1,14–1–1,4–1–1,14–1–1,4–1–1
4645,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-nu¹mi⁴,hurry,apurarse,intr/tr,Trimoraic,Invariable,sa⁴-nu¹mi⁴,sa¹⁴-nu¹mi⁴,ni¹-sa⁴-nu¹mi⁴,sa¹⁴-nu¹mi⁴,sa⁴-nu¹mi⁴,,4–1–4,14–1–4,4–1–4,14–1–4,4–1–4
4660,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-nu³u³,"reduce, lower",bajar,tr,Trimoraic,Invariable,sa⁴-nu³u³,sa¹⁴-nu³u³,ni¹-sa⁴-nu³u³,sa¹⁴-nu³u³,sa⁴-nu³u³,,4–3–3,14–3–3,4–3–3,14–3–3,4–3–3
4661,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ñuʔ⁴u⁴,bless,bendecir,tr,Trimoraic,Invariable,sa⁴-ñuʔ⁴u⁴,sa¹⁴-ñuʔ⁴u⁴,ni¹-sa⁴-ñuʔ⁴u⁴,sa¹⁴-ñuʔ⁴u⁴,sa⁴-ñuʔ⁴u⁴,,4–4–4,14–4–4,4–4–4,14–4–4,4–4–4
4662,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-sa¹a⁴,put to heat liquid,poner a calentar líquido,tr,Trimoraic,Invariable,sa⁴-sa¹a⁴,sa¹⁴-sa¹a⁴,ni¹-sa⁴-sa¹a⁴,sa¹⁴-sa¹a⁴,sa⁴-sa¹a⁴,,4–1–4,14–1–4,4–1–4,14–1–4,4–1–4
4647,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ta³tu²u²,lend,prestar,dtr,Quadrimoraic,Invariable,sa⁴-ta³tu²u²,sa¹⁴-ta³tu²u²,ni¹-sa⁴-ta³tu²u²,sa¹⁴-ta³tu²u²,sa⁴-ta³tu²u²,,4–3–2–2,14–3–2–2,4–3–2–2,14–3–2–2,4–3–2–2
4663,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ta³xaʔ⁴a⁴,make someone dance,hacer bailar,tr,Quadrimoraic,Invariable,sa⁴-ta³xaʔ⁴a⁴,sa¹⁴-ta³xaʔ⁴a⁴,ni¹-sa⁴-ta³xaʔ⁴a⁴,sa¹⁴-ta³xaʔ⁴a⁴,sa⁴-ta³xaʔ⁴a⁴,,4–3–4–4,14–3–4–4,4–3–4–4,14–3–4–4,4–3–4–4
4664,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-ti¹⁴bi³,decompose,descomponer,tr,Trimoraic,Invariable,sa⁴-ti¹⁴bi³,sa¹⁴-ti¹⁴bi³,ni¹-sa⁴-ti¹⁴bi³,sa⁴-ti¹⁴bi³,sa⁴-ti¹⁴bi³,,4–14–3,14–14–3,4–14–3,4–14–3,4–14–3
4665,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-to¹o³,let something drip,dejar caer gota,tr,Trimoraic,Invariable,sa⁴-to¹o³,sa¹⁴-to¹o³,ni¹-sa⁴-to¹o³,sa¹⁴-to¹o³,sa⁴-to¹o³,,4–1–3,14–1–3,4–1–3,14–1–3,4–1–3
4666,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-xa¹a¹,cause to arrive,hacer llegar,tr,Trimoraic,Invariable,sa⁴-xa¹a¹,sa¹⁴-xa¹a¹,ni¹-sa⁴-xa¹a¹,sa¹⁴-xa¹a¹,sa⁴-xa¹a¹,,4–1–1,14–1–1,4–1–1,14–1–1,4–1–1
4634,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-xi¹nu³ / ja⁴-xi¹nu³,finish,completar,tr,Trimoraic,Invariable,sa⁴-xi¹nu³,ja¹⁴xi¹nu³,ni¹-ja⁴xi¹nu³,ja¹⁴xi¹nu³,ja⁴xi¹nu³,xi⁴nu¹³,4–1–3,14–1–3,4–1–3,14–1–3,4–1–3
4648,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴-yuʔ³bi²,frighten,asustar,tr,Trimoraic,Invariable,sa⁴-yuʔ³bi²,sa¹⁴-yuʔ³bi²,ni¹-sa⁴-yuʔ³bi²,sa¹⁴-yuʔ³bi²,sa⁴-yuʔ³bi²,yuʔ⁴bi²,4–3–2,14–3–2,4–3–2,14–3–2,4–3–2
4642,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,sa⁴taʔ³an⁴,annoy,molestar,tr,Trimoraic,Invariable,sa⁴taʔ³an⁴,sa¹⁴taʔ³an⁴,ni¹-sa¹⁴taʔ³an⁴,sa¹⁴taʔ³an⁴,sa⁴taʔ³an⁴,,4–3–4,14–3–4,14–3–4,14–3–4,4–3–4
4215,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,saʔ¹bi³,hide,ocultarse,intr,Bimoraic,Invariable,saʔ¹bi³,saʔ¹⁴bi¹³,ni¹-saʔ¹bi³,saʔ¹bi³,saʔ⁴bi¹³,,1–3,14–13,1–3,1–3,4–13
4482,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,si⁴-kwe¹kun¹ (sa⁴-kwe¹kun¹),tie with a ribbon,lazar,tr,Trimoraic,Invariable,si⁴-kwe¹kun¹,si¹⁴-kwe¹kun¹,ni¹-si¹⁴-kwe¹kun¹,si¹⁴-kwe¹kun¹,si⁴-kwe¹kun¹,,4–1–1,14–1–1,14–1–1,14–1–1,4–1–1
4221,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,so¹ko⁴,,,intr,Bimoraic,Invariable,so¹ko⁴,so¹⁴ko¹⁴,ni¹-so¹ko⁴,so¹ko⁴,so⁴ko¹⁴,,1–4,14–14,1–4,1–4,4–14
4222,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su¹kun¹,fall,caerse,intr,Bimoraic,Invariable,su¹kun¹,su¹⁴kun¹,ni¹-su¹kun¹,su¹kun¹,su⁴kun¹,,1–1,14–1,1–1,1–1,4–1
4604,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su³-kwe⁴nda²,take care of,cuidar,tr,Trimoraic,Invariable,su³-kwe⁴nda²,su¹⁴-kwe⁴nda²,ni¹-su³-kwe⁴nda²,su¹³-kwe⁴nda²,su⁴-kwe⁴nda²,,3–4–2,14–4–2,3–4–2,13–4–2,4–4–2
4483,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su³koʔ⁴ni³,rush in,entrar precipitadamente,intr,Trimoraic,Invariable,su³koʔ⁴ni³,su¹⁴koʔ⁴ni³,ni¹-su³koʔ⁴ni³,su¹³koʔ⁴ni³,su⁴koʔ⁴ni³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4223,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su³ku⁴,hit with something long,golpear con algo largo,tr,Bimoraic,Invariable,su³ku⁴,su¹⁴ku⁴,ni¹-su³ku⁴,su¹³ku⁴,su⁴ku⁴,,3–4,14–4,3–4,13–4,4–4
4224,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,su³ma³,fall back,retroceder,intr,Bimoraic,Invariable,su³ma³,su¹⁴ma³,ni¹-su³ma³,su¹³ma³,su⁴ma³,,3–3,14–3,3–3,13–3,4–3
4225,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹⁴ni³,bruise,magullarse,intr,Bimoraic,Invariable,ta¹⁴ni³,kwa¹⁴ ta¹⁴ni³,ni¹-ta¹⁴ni³,ta¹⁴ni³,i⁴ta¹⁴ni³,,14–3,14 –14–3,14–3,14–3,(4)–14–3
4226,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹an³,tremble (the ground),temblarse la tierra,intr,Bimoraic,Invariable,ta¹an³,ta¹⁴an¹³,ni¹-ta¹an³,ta¹an³,ta⁴an¹³,,1–3,14–13,1–3,1–3,4–13
4227,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹bi¹,squash,aplastar,tr,Bimoraic,Invariable,ta¹bi¹,ta¹⁴bi¹,ni¹-ta¹bi¹,ta¹bi¹,ta⁴bi¹,,1–1,14–1,1–1,1–1,4–1
4229,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹ku¹,spread a rumor,extenderse un rumor,intr,Bimoraic,Invariable,ta¹ku¹,ta¹⁴ku¹,ni¹-ta¹ku¹,ta¹ku¹,ta⁴ku¹,,1–1,14–1,1–1,1–1,4–1
4230,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹nda³²,get close,acercarse,intr,Bimoraic,Invariable,ta¹nda³²,ta¹⁴nda³²,ni¹-ta¹nda³²,ta¹nda³²,ta⁴nda³²,,1–32,14–32,1–32,1–32,4–32
4231,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹ni¹,lose one's composure,desbaratarse,intr,Bimoraic,Invariable,ta¹ni¹,ta¹⁴ni¹,ni¹-ta¹ni¹,ta¹ni¹,ta⁴ni¹,,1–1,14–1,1–1,1–1,4–1
4232,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹xi⁴,being fired from a job,ser despedido de un trabajo,intr,Bimoraic,Invariable,ta¹xi⁴,ta¹⁴xi¹⁴,ni¹-ta¹xi⁴,ta¹xi⁴,ta⁴xi¹⁴,,1–4,14–14,1–4,1–4,4–14
4233,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta¹xin¹,be ground,molerse,intr,Bimoraic,Invariable,ta¹xin¹,ta¹⁴xin¹,ni¹-ta¹xin¹,ta¹xin¹,ta⁴xin¹,,1–1,14–1,1–1,1–1,4–1
4235,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³a³,throw out,echar huevecillos (mosca),intr,Bimoraic,Invariable,ta³a³,ta¹⁴a³,ni¹-ta³a³,ta¹³a³,ta⁴a⁴,,3–3,14–3,3–3,13–3,4–4
4236,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³an⁴,put,meter,tr,Bimoraic,Invariable,ta³an⁴,ta¹⁴an²⁴,ni¹-ta³an⁴,ta¹³an⁴,ta⁴an²⁴,ñuʔ⁴u⁴,3–4,14–24,3–4,13–4,4–24
4237,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ba⁴,take out,sacar,tr,Bimoraic,Invariable,ta³ba⁴,ta¹⁴ba⁴,ni¹-ta³ba⁴,ta¹³ba⁴,ta⁴ba⁴,,3–4,14–4,3–4,13–4,4–4
4247,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³bi³,grill,asar,tr,Bimoraic,Invariable,ta³bi³,ta¹⁴bi³,ni¹-ta³bi³,ta¹³bi³,ta⁴bi³,,3–3,14–3,3–3,13–3,4–3
4484,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³chi⁴ñu³,send,mandar,tr,Trimoraic,Invariable,ta³chi⁴ñu³,ta¹⁴chi⁴ñu³,ni¹-ta³chi⁴ñu³,ta¹³chi⁴ñu³,ta⁴chi⁴ñu³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4605,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³kweʔ³e²,be paralyzed,quedar paralítico,intr,Trimoraic,Invariable,ta³kweʔ³e²,ta¹⁴kweʔ³e²,ni¹-ta³kweʔ³e²,ta¹³kweʔ³e²,ta⁴kweʔ³e²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
